page,title,date,total,available,type,pay,percent,dates,days
208356,"[2020.02.28 (금)] 쿠팡MD와 함께하는 쿠팡 파워셀러 전략법, 오후 7-11시 (*특전 :",2020.2.28 (금) 19:00 ~ 23:00,20.0,0.0,교육,유료,1.0,2020-02-28,(금)
208358,성공하는 세계 CEO들은 왜 매일 명상을 하는가?,2020.2.6 (목) 19:30 ~ 21:30,15.0,0.0,강연,무료,1.0,2020-02-06,(목)
208360,2020 EU GDPR 가이드북 북콘서트,2020.3.20 (금) 09:30 ~ 12:00,140.0,0.0,세미나/컨퍼런스,무료,1.0,2020-03-20,(금)
208362,리더십개발 공개과정 / Leadership Essential Program,2020.3.14 (토) 09:00 ~ 2020.3.28 (토) 13:00,12.0,0.0,교육,유료,1.0,2020-03-14,(토)
208371,너만 몰라 이 바보야 -취업 합격의 비밀,2020.2.8 (토) 12:00 ~ 13:30,50.0,0.0,세미나/컨퍼런스,유료,1.0,2020-02-08,(토)
208372,마음정산 Workshop _ '당신의 휴대폰 속엔 어떤 앨범이 존재하나요?',2020.2.4 (화) 12:00 ~ 12:30,15.0,0.0,소모임/친목행사,유료,1.0,2020-02-04,(화)
208373,[마감][ 2/10] 레오나 최재원 내면여행워크숍 11기,2020.2.10 (월) 10:00 ~ 10:30,5.0,0.0,강연,유료,1.0,2020-02-10,(월)
208374,[대전] 캐나다 2월4차 정기 이민법무사 취업이민 설명회,2020.2.22 (토) 10:00 ~ 13:00,5.0,0.0,세미나/컨퍼런스,유료,1.0,2020-02-22,(토)
208375,실전 경매 공개 강좌,2020.2.21 (금) 19:00 ~ 21:00,10.0,0.0,강연,무료,1.0,2020-02-21,(금)
208376,[교육 2/19] 루니버스와 함께하는 블록체인 개발 단숨에 따라잡기 - Basic (추천 이벤트),2020.2.19 (수) 13:00 ~ 16:30,20.0,0.0,교육,무료,1.0,2020-02-19,(수)
208377,4차 산업혁명 기술포럼 2기(포럼 First) - 3차,2020.2.10 (월) 08:00 ~ 11:30,10.0,0.0,세미나/컨퍼런스,유료,1.0,2020-02-10,(월)
208378,4차 산업혁명 기술포럼 2기(포럼 First) - 4차,2020.2.17 (월) 08:00 ~ 11:30,10.0,0.0,세미나/컨퍼런스,유료,1.0,2020-02-17,(월)
208379,(2/ 12 수) 무자본 무재고 글로벌셀러 창업하기 무료세미나,2020.2.12 (수) 14:00 ~ 17:00,20.0,0.0,세미나/컨퍼런스,무료,1.0,2020-02-12,(수)
208380,(2/ 15 토) 무자본 무재고 글로벌셀러 창업하기 무료세미나,2020.2.15 (토) 14:00 ~ 17:00,20.0,0.0,세미나/컨퍼런스,무료,1.0,2020-02-15,(토)
208381,(상담)KUC1:1승무원면접코칭,2020.2.4 (화) 13:30 ~ 14:00,3.0,0.0,기타,유료,1.0,2020-02-04,(화)
208382,Paul bassett(폴 바셋) 2월 클래스_퍼블릭 커핑,2020.2.29 (토) 14:00 ~ 16:00,24.0,0.0,교육,유료,1.0,2020-02-29,(토)
208383,Paul bassett(폴 바셋) 2월 클래스_에스프레소,2020.2.23 (일) 13:30 ~ 14:00,12.0,0.0,교육,유료,1.0,2020-02-23,(일)
208384,"(부산)워드프레스 5시간 속성 마스터 과정(6/14, 오후반) - 원데이클래스",2020.6.14 (일) 13:00 ~ 18:00,3.0,0.0,교육,유료,1.0,2020-06-14,(일)
208385,[젠틀맨] 온오프믹스 특별초대 시사회,2020.2.18 (화) 20:00 ~ 22:00,50.0,0.0,이벤트/파티,무료,1.0,2020-02-18,(화)
208387,"강남 영어 스터디 기업대표, 직장인 영어, 회화, 발표, 토론, 스피치, 프리젠테이션",2020.2.4 (화) 19:30 ~ 21:30,15.0,0.0,소모임/친목행사,무료,1.0,2020-02-04,(화)
208388,"강남 영어 스터디 기업대표, 직장인 영어, 회화, 발표, 토론, 스피치, 프리젠테이션",2020.2.18 (화) 19:30 ~ 21:30,15.0,0.0,소모임/친목행사,무료,1.0,2020-02-18,(화)
208389,(대구)워드프레스 기초부터 쇼핑몰까지 5시간 속성과정(3/22) - 원데이클래스,2020.3.22 (일) 13:00 ~ 18:00,3.0,0.0,교육,유료,1.0,2020-03-22,(일)
208390,02.17(월) 저녁7시 4차산업혁명시대 1인기업 성공경영특강,2020.2.17 (월) 19:00 ~ 21:00,10.0,0.0,기타,무료,1.0,2020-02-17,(월)
208393,강연기획단 몽쉘's 3기 운영진 모집,2020.2.29 (토) 20:00 ~ 23:00,6.0,0.0,강연,무료,1.0,2020-02-29,(토)
208394,홍콩 STO 거래소 설립과 증권형 토큰 상장 실무,2020.2.21 (금) 15:00 ~ 17:00,50.0,0.0,세미나/컨퍼런스,무료,1.0,2020-02-21,(금)
208396,안랩샘아카데미10기,2020.3.10 (화) 09:00 ~ 2020.5.16 (토) 18:00,45.0,0.0,교육,무료,1.0,2020-03-10,(화)
208398,[인문학] '불멸의 자각' 저자와의 만남 (주제 : '나는 누구인가?'),2020.2.8 (토) 15:30 ~ 18:30,5.0,0.0,강연,유료,1.0,2020-02-08,(토)
208399,[직장인 전액 무료] 직장인을 위한 다양한 워라밸 원데이클래스 '워라클',2020.2.14 (금) 16:30 ~ 2020.2.28 (금) 18:00,96.0,0.0,문화/예술,무료,1.0,2020-02-14,(금)
208401,회사에서는 희망퇴직을 갑자기 권고한다면 어떻게 하시겠습니까? 미리미리 준비하셔야됩니다.,2020.2.27 (목) 19:30 ~ 22:00,10.0,0.0,세미나/컨퍼런스,무료,1.0,2020-02-27,(목)
208402,요즘 셀럽들은 역세권 투자에 집중한다!,2020.2.15 (토) 11:00 ~ 13:00,8.0,0.0,세미나/컨퍼런스,유료,1.0,2020-02-15,(토)
208404,[한국일보] 2020 한국포럼,2020.3.31 (화) 08:30 ~ 16:30,150.0,0.0,기타,무료,1.0,2020-03-31,(화)
208405,"유에프창업아카데미 창업준비 3회 [창업자금받기,법인설립부터 마케팅까지]",2020.2.8 (토) 10:00 ~ 13:00,10.0,0.0,기타,유료,1.0,2020-02-08,(토)
208406,요즘 셀럽들은 역세권토지에 투자한다!,2020.2.18 (화) 19:00 ~ 20:30,10.0,0.0,세미나/컨퍼런스,유료,1.0,2020-02-18,(화)
208407,2020년 2월 3일 오후 4:11 / 김예슬님이 개설한 모임,2020.2.3 (월) 19:00 ~ 22:00,2.0,0.0,소모임/친목행사,무료,1.0,2020-02-03,(월)
208408,나만 모르는 재테크,2020.2.5 (수) 19:00 ~ 20:00,20.0,0.0,세미나/컨퍼런스,무료,1.0,2020-02-05,(수)
208410,나만 모르는 재테크,2020.2.8 (토) 16:00 ~ 18:00,20.0,0.0,세미나/컨퍼런스,무료,1.0,2020-02-08,(토)
208411,메이커 스테이션 3D 프린터 기초교육,2020.2.14 (금) 13:30 ~ 17:30,3.0,0.0,교육,무료,1.0,2020-02-14,(금)
208414,브랜딩과 디너타임(그리고 마케팅),2020.2.13 (목) 18:30 ~ 21:00,10.0,0.0,교육,유료,1.0,2020-02-13,(목)
208415,서울책보고 금요북클럽,2020.2.28 (금) 11:30 ~ 21:00,40.0,0.0,문화/예술,무료,1.0,2020-02-28,(금)
208419,[배.영.쓰] 영어회화 스터디,2020.2.8 (토) 16:00 ~ 18:00,10.0,0.0,소모임/친목행사,유료,1.0,2020-02-08,(토)
208420,모임 신청 테스트,2020.2.4 (화) 17:30 ~ 18:00,15.0,0.0,기타,유료,1.0,2020-02-04,(화)
208422,(코로나19로 인해 모임은 재공지하겠습니다) 제 62회 컬스업/JUNTV요리채널 유튜버의 유튜브 필살기-최영준,2020.2.29 (토) 10:00 ~ 12:00,20.0,0.0,문화/예술,무료,1.0,2020-02-29,(토)
208425,2nd 소프토모티브 RPA 엔지니어 모임,2020.2.10 (월) 17:00 ~ 19:30,30.0,0.0,세미나/컨퍼런스,무료,1.0,2020-02-10,(월)
208426,추가모집2-(온라인장기) 보안입문자를 위한 모의해킹 실무 장기과정 26기,2020.2.7 (금) 19:00 ~ 19:30,5.0,0.0,교육,유료,1.0,2020-02-07,(금)
208427,심리학 메이커스 : 사람에 대한 편향 줄이기,2020.2.22 (토) 14:00 ~ 16:00,2.0,0.0,소모임/친목행사,유료,1.0,2020-02-22,(토)
208428,2020년 부동산 투자 전략 세미나(2천만원으로 시작하는 역세권토지투자),2020.2.8 (토) 10:30 ~ 15:00,15.0,0.0,교육,유료,1.0,2020-02-08,(토)
208429,성인이 되어 속독을 배울 수 있는 이유,2020.2.7 (금) 14:00 ~ 15:30,2.0,0.0,교육,유료,1.0,2020-02-07,(금)
208430,성인이 되어 속독을 배울 수 있는 이유,2020.2.8 (토) 11:00 ~ 12:30,2.0,0.0,교육,유료,1.0,2020-02-08,(토)
208431,성인이 되어 속독을 배울 수 있는 이유,2020.2.9 (일) 12:00 ~ 13:30,2.0,0.0,교육,유료,1.0,2020-02-09,(일)
208432,성인이 되어 속독을 배울 수 있는 이유,2020.2.13 (목) 19:30 ~ 21:00,2.0,0.0,교육,유료,1.0,2020-02-13,(목)
208434,[ 용산 ] 명상 모임 ' 트래블러 ' 2기 모집 _Section Vol.3,2020.2.15 (토) 17:00 ~ 19:00,7.0,0.0,소모임/친목행사,무료,1.0,2020-02-15,(토)
208435,"연기: 멘토링스쿨: 건축가가 들려주는 '공간, 브랜딩 스토리'",2020.3.28 (토) 17:30 ~ 19:30,30.0,0.0,강연,무료,1.0,2020-03-28,(토)
208437,파워BI_기본과정 특강 (대학생/대학원생 특별할인 적용),2020.2.16 (일) 13:00 ~ 19:00,15.0,0.0,교육,유료,1.0,2020-02-16,(일)
208438,사회초년생 월급관리 & 실전운용 재테크 세미나,2020.2.23 (일) 14:00 ~ 16:00,20.0,0.0,세미나/컨퍼런스,무료,1.0,2020-02-23,(일)
208440,코드팟' 팟캐스트 인터뷰,2020.2.5 (수) 16:00 ~ 17:30,5.0,0.0,방송/연예,무료,1.0,2020-02-05,(수)
208441,하루만에 책쓰기 춘천 미션데이,2020.2.10 (월) 09:00 ~ 21:00,15.0,0.0,이벤트/파티,유료,1.0,2020-02-10,(월)
208442,(부산) 해적들의 창업이야기 (창업비용 99% 절감 프로젝트),2020.2.11 (화) 14:00 ~ 16:00,6.0,0.0,교육,유료,1.0,2020-02-11,(화)
208444,재테크 세미나: 미래를 바꾸는 시간,2020.2.8 (토) 18:00 ~ 20:00,20.0,0.0,세미나/컨퍼런스,무료,1.0,2020-02-08,(토)
208445,"건강검진 대상자 모집합니다.(안과,성형외과,산부인과)",2020.2.6 (목) 17:00 ~ 18:00,10.0,0.0,기타,무료,1.0,2020-02-06,(목)
208448,서사모- 서로의 사업을 도와주는 모임에 당신을 초대 합니다,2020.2.11 (화) 19:00 ~ 21:00,20.0,0.0,소모임/친목행사,무료,1.0,2020-02-11,(화)
208451,"FX마진, 해외선물 꾸준히 30틱 수익내기(100세시대 리스크없이 현실적 대안 만들기)",2020.2.9 (일) 14:00 ~ 16:00,20.0,0.0,교육,무료,1.0,2020-02-09,(일)
208453,"(부천옥길, 오후시간) IT보안 진로 QA 특강 (모의해킹, 침해사고대응분석 등)",2020.2.11 (화) 14:00 ~ 16:00,8.0,0.0,교육,유료,1.0,2020-02-11,(화)
208455,2020 인스타그램 완전정복 세미나 <채널 운영과 UGC 편>,2020.2.12 (수) 14:00 ~ 18:00,200.0,0.0,세미나/컨퍼런스,유료,1.0,2020-02-12,(수)
208456,(부산) 네이버블로그 프로젝트로 수입 만들기,2020.2.9 (일) 10:00 ~ 12:00,1.0,0.0,교육,유료,1.0,2020-02-09,(일)
208457,5회 런스 세미나 - 버려지는 인재 DB로 추가 수익 만드는 방법,2020.2.13 (목) 16:00 ~ 17:00,10.0,0.0,세미나/컨퍼런스,무료,1.0,2020-02-13,(목)
208458,(부산) 지식 컨텐츠로 1인 사업하기,2020.2.9 (일) 17:00 ~ 19:00,1.0,0.0,교육,유료,1.0,2020-02-09,(일)
208459,"[초대이벤트] 국가대표 코믹극 ""보잉보잉""",총 2회차 공연입니다. (*신청기간을 확인해주세요!!),20.0,0.0,이벤트/파티,무료,1.0,,
208463,"파이썬과정, 텐서플로우과정 무료 주말 재직자 교육 모집합니다.",2020.4.4 (토) 09:30 ~ 2020.4.25 (토) 17:30,30.0,0.0,교육,무료,1.0,2020-04-04,(토)
208467,스마트건강코디네이터 원데이 특강(무료)_선착순마감,2020.2.12 (수) 14:00 ~ 16:00,30.0,0.0,강연,무료,1.0,2020-02-12,(수)
208468,[7차특강] 1차/2차/3차/4차/5차/6차 연속마감!!! 월천버는 사람들이 몰래쓰던 스마트워크 툴 대공개,2020.2.8 (토) 17:00 ~ 19:00,10.0,0.0,교육,유료,1.0,2020-02-08,(토)
208472,우리 같이 뛸까요? 당뛰우뛰 러닝크루,2020.3.31 (화) 19:30 ~ 21:30,25.0,0.0,취미활동,무료,1.0,2020-03-31,(화)
208475,0.1% 부자들의 부테크,2020.2.11 (화) 19:30 ~ 21:00,6.0,0.0,세미나/컨퍼런스,유료,1.0,2020-02-11,(화)
208477,꿈꾸는 청년의 leader team!,2020.2.15 (토) 17:00 ~ 18:30,20.0,0.0,소모임/친목행사,유료,1.0,2020-02-15,(토)
208479,파이썬으로 만드는 나만의 가상화폐 자동매매 시스템,2020.2.8 (토) 10:00 ~ 13:00,25.0,0.0,교육,유료,1.0,2020-02-08,(토)
208480,다음 건매니아카페 주최 2차대전 재연 리인액트먼트 에어소프트 서바이벌게임 번개모임,2020.2.15 (토) 10:00 ~ 17:00,30.0,0.0,취미활동,유료,1.0,2020-02-15,(토)
208483,쉽게 배울수 있는 수채화 일러스트~,2020.2.5 (수) 18:00 ~ 20:00,3.0,0.0,취미활동,무료,1.0,2020-02-05,(수)
208486,7일만에 끝내는 전직컨설턴트 양성 과정 (토),2020.3.21 (토) 09:00 ~ 2020.3.28 (토) 18:00,28.0,0.0,교육,유료,1.0,2020-03-21,(토)
208487,카테고리 태그 확인,2020.2.5 (수) 14:30 ~ 15:00,5.0,0.0,세미나/컨퍼런스,무료,1.0,2020-02-05,(수)
208488,하이콜론 뷰티 클래스 심화과정,2020.2.25 (화) 14:00 ~ 14:30,16.0,0.0,패션/뷰티,유료,1.0,2020-02-25,(화)
208490,블루문인베스트 유치권 특수경매 무료 세미나,2020.2.13 (목) 16:30 ~ 21:00,10.0,0.0,세미나/컨퍼런스,무료,1.0,2020-02-13,(목)
208491,*신종 코로나 바이러스로 인해 강연을 무기한 연기합니다.,2020.2.11 (화) 07:30 ~ 08:30,50.0,0.0,강연,유료,1.0,2020-02-11,(화)
208494,[모집] 북한지역의 적정기술 아이디어를 생각하며 즐기실분 구합니다！,2020.2.6 (목) 10:00 ~ 18:00,10.0,0.0,강연,무료,1.0,2020-02-06,(목)
208495,북한문제해결 적정기술 입문 일일캠프,2020.2.8 (토) 10:00 ~ 19:00,15.0,0.0,강연,무료,1.0,2020-02-08,(토)
208498,내가 원하는 것과 나에게 중요한 것은 무엇인가?,2020.2.8 (토) 15:00 ~ 17:00,4.0,0.0,교육,유료,1.0,2020-02-08,(토)
208499,"2월19일(수) 무료특강_강남 ""지금바로유튜브"" 2시간",2020.2.15 (토) 12:00 ~ 21:00,38.0,0.0,교육,무료,1.0,2020-02-15,(토)
208500,[3월] 실습을 통해 배우는 주식 투자 종합반,2020.3.3 (화) 19:30 ~ 2020.3.24 (화) 21:30,14.0,0.0,강연,유료,1.0,2020-03-03,(화)
208501,특별한 삶을 살고 싶은 분께만 드리는 후크의 제안,2020.2.15 (토) 16:00 ~ 16:30,6.0,0.0,기타,유료,1.0,2020-02-15,(토)
208506,[서울강남] 2020년 예비창업패키지 사업설명회 (강원창조경제혁신센터),2020.2.14 (금) 14:00 ~ 16:00,40.0,0.0,공모전,무료,1.0,2020-02-14,(금)
208507,2020 재테크 프로젝트 - 2020 전망을 통한 자산배분전략,2020.2.22 (토) 14:00 ~ 16:00,15.0,0.0,세미나/컨퍼런스,무료,1.0,2020-02-22,(토)
208508,카누 마일드 로스트 아메리카노,2020.2.5 (수) 16:00 ~ 16:30,15.0,0.0,기타,유료,1.0,2020-02-05,(수)
208509,셀럽들의 부동산 투자방법(1:1컨설팅-예약제),2020.2.28 (금) 14:00 ~ 18:00,1.0,0.0,세미나/컨퍼런스,유료,1.0,2020-02-28,(금)
208511,유별난 밤(3월),2020.3.26 (목) 18:00 ~ 21:30,100.0,0.0,강연,무료,1.0,2020-03-26,(목)
208513,[2차모임] B급마켓- 중고거래로 목돈만드는 노하우,2020.2.15 (토) 13:00 ~ 15:00,10.0,0.0,기타,유료,1.0,2020-02-15,(토)
208515,세후 연 수익률 7%~25%를 달성한 노하우!!,2020.2.13 (목) 19:00 ~ 21:00,5.0,0.0,세미나/컨퍼런스,유료,1.0,2020-02-13,(목)
208516,"30대, 돈관리 독립하기 좋은 날",2020.2.22 (토) 14:00 ~ 17:00,12.0,0.0,세미나/컨퍼런스,무료,1.0,2020-02-22,(토)
208519,오즈하우스 재활용 체험학습 환경강사 양성과정 모집,2020.3.14 (토) 10:00 ~ 2020.3.21 (토) 15:00,20.0,0.0,교육,유료,1.0,2020-03-14,(토)
208520,[강릉] 2020년 예비창업패키지 사업설명회(강원창조경제혁신센터),2020.2.14 (금) 16:00 ~ 18:00,60.0,0.0,공모전,무료,1.0,2020-02-14,(금)
208522,(여성가족부 기업맞춤형 직업교육훈련) 컨택센터 멀티상담사 과정,2020.3.30 (월) 09:00 ~ 2020.4.29 (수) 12:00,40.0,0.0,교육,무료,1.0,2020-03-30,(월)
208523,"""Global Medical Wear 원단 유통 설명회 (국내 최초)""",2020.2.19 (수) 14:00 ~ 16:00,20.0,0.0,세미나/컨퍼런스,무료,1.0,2020-02-19,(수)
208526,강남 직장인 유튜브 팩토리 크루,2020.4.25 (토) 15:00 ~ 23:30,10.0,0.0,방송/연예,무료,1.0,2020-04-25,(토)
208529,[자바 국비지원] 스프링프레임워크 기반의 자바(JAVA) 웹개발자 국비지원 취업과정,2020.4.8 (수) 09:30 ~ 2020.9.16 (수) 18:30,10.0,0.0,교육,무료,1.0,2020-04-08,(수)
208530,소상공 자영업 창업자 필수 교육!,2020.2.8 (토) 10:30 ~ 12:30,15.0,0.0,세미나/컨퍼런스,무료,1.0,2020-02-08,(토)
208532,"""Global Medical Wear 원단 유통 설명회 (국내 최초)""",2020.2.19 (수) 14:00 ~ 16:00,20.0,0.0,세미나/컨퍼런스,무료,1.0,2020-02-19,(수)
208533,소상공 자영업 창업자 필수 교육!,2020.2.11 (화) 19:00 ~ 20:30,40.0,0.0,세미나/컨퍼런스,무료,1.0,2020-02-11,(화)
208537,마샬아츠 트릭킹 지도 · 기술법 세미나 <KICK UP!>,2020.2.15 (토) 12:30 ~ 19:00,60.0,0.0,세미나/컨퍼런스,유료,1.0,2020-02-15,(토)
208541,완전깨는 인문학,2020.2.10 (월) 19:00 ~ 21:30,60.0,0.0,강연,무료,1.0,2020-02-10,(월)
208542,자퇴생 길라잡이,2020.2.10 (월) 10:00 ~ 12:00,5.0,0.0,소모임/친목행사,무료,1.0,2020-02-10,(월)
208549,[스터디/모임] 궁금하지만 실천할 수 없었던 재테크 스터디,2020.2.9 (일) 14:00 ~ 16:00,10.0,0.0,기타,유료,1.0,2020-02-09,(일)
208550,"네이버 블로그, 운영/마케팅 2시간만에 끝내기(2/20) - 원데이클래스",2020.2.20 (목) 20:00 ~ 22:00,3.0,0.0,교육,유료,1.0,2020-02-20,(목)
208552,"(부산)워드프레스 프리미엄 중급과정 Customizing(6/14, 오전반) - 원데이클래스",2020.6.14 (일) 10:00 ~ 13:00,3.0,0.0,교육,유료,1.0,2020-06-14,(일)
208553,그래서 나는?,2020.2.8 (토) 14:00 ~ 18:00,30.0,0.0,세미나/컨퍼런스,유료,1.0,2020-02-08,(토)
208554,★앵콜★2020년 한해를 주도하는 나만의 감정코칭,2020.2.8 (토) 17:00 ~ 19:00,30.0,0.0,강연,무료,1.0,2020-02-08,(토)
208555,매력자본만들기 - 인기쟁이 되는 방법,2020.2.16 (일) 00:30 ~ 01:00,10.0,0.0,세미나/컨퍼런스,유료,1.0,2020-02-16,(일)
208557,[당신의 인생 스토리를 들려주시겠습니까?],2020.2.6 (목) 19:00 ~ 20:30,2.0,0.0,강연,유료,1.0,2020-02-06,(목)
208559,경북대학교 창업콘서트 [여기 잇-다],2020.3.18 (수) 15:00 ~ 17:00,100.0,0.0,강연,무료,1.0,2020-03-18,(수)
208560,악당들의 역적모의,2020.2.12 (수) 10:00 ~ 12:00,10.0,0.0,소모임/친목행사,무료,1.0,2020-02-12,(수)
208561,오늘 반드시 창업하기,2020.2.12 (수) 10:00 ~ 13:00,10.0,0.0,강연,유료,1.0,2020-02-12,(수)
208562,3D프린팅모델링전문가과정 교육생 모집,2020.4.2 (목) 09:30 ~ 13:30,20.0,0.0,기타,무료,1.0,2020-04-02,(목)
208572,[삼성생명] 사회초년생 월급관리 & 실전투자,2020.2.23 (일) 14:00 ~ 16:00,5.0,0.0,세미나/컨퍼런스,무료,1.0,2020-02-23,(일)
208573,(독서모임/강남) 블렌딩 살롱드북 6기: '홀로 성장하는 시대는 끝났다'_모티브 소사이어티,2020.4.19 (일) 14:00 ~ 2020.5.3 (일) 17:00,12.0,0.0,소모임/친목행사,유료,1.0,2020-04-19,(일)
208574,(4/8) 53th 젊은 여자사업가들의 저녁_모티브 소사이어티,2020.4.8 (수) 19:30 ~ 22:00,13.0,0.0,소모임/친목행사,유료,1.0,2020-04-08,(수)
208575,<사색의 공동체 스미다> 2.12 고재열 감독 녹화,2020.2.12 (수) 14:00 ~ 16:00,20.0,0.0,방송/연예,무료,1.0,2020-02-12,(수)
208576,<사색의 공동체 스미다> 2.12 윤대현 교수 녹화,2020.2.12 (수) 16:30 ~ 18:30,20.0,0.0,방송/연예,무료,1.0,2020-02-12,(수)
208577,2020년 삼성 63주년 고객감사 세미나,2020.2.13 (목) 19:00 ~ 21:00,3.0,0.0,기타,무료,1.0,2020-02-13,(목)
208580,가족협동조합 미해와 머스마들(가족의 진정한 소통과 성장을 꿈꿉니다),2020.2.22 (토) 10:00 ~ 12:00,10.0,0.0,강연,유료,1.0,2020-02-22,(토)
208581,"제55회 스파크포럼 ""2020 사회혁신·사회적 경제 트렌드 및 전망""",2020.2.26 (수) 17:00 ~ 20:00,231.0,0.0,기타,무료,1.0,2020-02-26,(수)
208582,사회적경제를 활용한 최대 5억원까지 무상으로 지원하는 R&D(기술개발)자금 받는 법&신청서 작성법 세미나!2,2020.2.12 (수) 14:30 ~ 15:30,5.0,0.0,교육,유료,1.0,2020-02-12,(수)
208583,사회적경제를 활용한 창업 및 경영상담 세미나,2020.2.17 (월) 19:00 ~ 20:30,5.0,0.0,교육,유료,1.0,2020-02-17,(월)
208584,[Creative13] '예술융합 기업교육 강사양성 과정' 4기 지원자를 모집합니다!,2020.3.18 (수) 14:00 ~ 18:00,5.0,0.0,교육,유료,1.0,2020-03-18,(수)
208585,[크립토MBA 입학설명회 특강] 한국CBDC와 '원화의 국제화' 전략,2020.2.20 (목) 19:00 ~ 22:00,30.0,0.0,교육,무료,1.0,2020-02-20,(목)
208586,사회적경제를 활용한 최대2억원까지 저금리로 지원하는 정책자금받는 법&신청서 작성법 세미나,2020.2.17 (월) 10:00 ~ 11:30,5.0,0.0,교육,유료,1.0,2020-02-17,(월)
208587,"사회적 경제를 비롯한 2020년  정부지원사업과 창업자&예비창업자, 창업기업 대응전략 세미나",2020.2.18 (화) 10:00 ~ 11:30,5.0,0.0,교육,유료,1.0,2020-02-18,(화)
208588,사회적 경제를 활용한 내 사업 보호에 꼭 필요한 사업 관련 권리 등록 및 실무 및 신청서 작성법 세미나,2020.2.19 (수) 10:00 ~ 11:30,5.0,0.0,교육,유료,1.0,2020-02-19,(수)
208589,사회적경제를 활용하여 정부에서 무상으로 지원하는 창업자금 1억원받는 법1,2020.2.17 (월) 15:00 ~ 16:30,5.0,0.0,교육,유료,1.0,2020-02-17,(월)
